2024-11-17 04:49:05.816 GMT,,,1,,673975c1.1,1,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-17 04:49:05.845 GMT,,,1,,673975c1.1,2,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 04:49:05.845 GMT,,,1,,673975c1.1,3,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 04:49:06.273 GMT,,,1,,673975c1.1,4,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-17 04:49:06.871 GMT,,,67,,673975c2.43,1,,2024-11-17 04:49:06 GMT,,0,LOG,00000,"database system was shut down at 2024-11-17 04:49:05 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-17 04:49:07.182 GMT,,,1,,673975c1.1,5,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-17 04:54:06.879 GMT,,,65,,673975c2.41,1,,2024-11-17 04:49:06 GMT,,0,LOG,00000,"checkpoint starting: time",,,,,,,,"LogCheckpointStart, xlog.c:6661","","checkpointer",,0
2024-11-17 04:54:09.928 GMT,,,65,,673975c2.41,2,,2024-11-17 04:49:06 GMT,,0,LOG,00000,"checkpoint complete: wrote 27 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.484 s, sync=0.327 s, total=3.050 s; sync files=11, longest=0.062 s, average=0.030 s; distance=97 kB, estimate=97 kB; lsn=0/1920F58, redo lsn=0/1920F00",,,,,,,,"LogCheckpointEnd, xlog.c:6750","","checkpointer",,0
2024-11-17 05:50:05.640 GMT,,,1,,673975c1.1,6,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"received fast shutdown request",,,,,,,,"process_pm_shutdown_request, postmaster.c:2273","","postmaster",,0
2024-11-17 05:50:05.741 GMT,,,1,,673975c1.1,7,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"aborting any active transactions",,,,,,,,"process_pm_shutdown_request, postmaster.c:2291","","postmaster",,0
2024-11-17 05:50:05.749 GMT,,,1,,673975c1.1,8,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"background worker ""logical replication launcher"" (PID 70) exited with exit code 1",,,,,,,,"LogChildExit, postmaster.c:3076","","postmaster",,0
2024-11-17 05:50:05.751 GMT,,,65,,673975c2.41,3,,2024-11-17 04:49:06 GMT,,0,LOG,00000,"shutting down",,,,,,,,"ShutdownXLOG, xlog.c:6611","","checkpointer",,0
2024-11-17 05:50:05.796 GMT,,,65,,673975c2.41,4,,2024-11-17 04:49:06 GMT,,0,LOG,00000,"checkpoint starting: shutdown immediate",,,,,,,,"LogCheckpointStart, xlog.c:6661","","checkpointer",,0
2024-11-17 05:50:06.237 GMT,,,65,,673975c2.41,5,,2024-11-17 04:49:06 GMT,,0,LOG,00000,"checkpoint complete: wrote 0 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.123 s, sync=0.001 s, total=0.486 s; sync files=0, longest=0.000 s, average=0.000 s; distance=0 kB, estimate=87 kB; lsn=0/1921008, redo lsn=0/1921008",,,,,,,,"LogCheckpointEnd, xlog.c:6750","","checkpointer",,0
2024-11-17 05:50:06.279 GMT,,,1,,673975c1.1,9,,2024-11-17 04:49:05 GMT,,0,LOG,00000,"database system is shut down",,,,,,,,"UnlinkLockFiles, miscinit.c:1171","","postmaster",,0
